               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10955,             0.02729,                   0,             0.44383,              0.2907,             0.35941,             0.11078,            0.062582,            0.013784,                   0,              0.0883,              0.0013,              0.0013
                   1,            0.082048,            0.024156,                   0,             0.70165,             0.60166,              0.7343,             0.36125,            0.044087,            0.011217,                   0,            0.075695,           0.0026947,           0.0026947
                   2,            0.069917,            0.020036,                   0,             0.53021,              0.7907,              0.5905,             0.27579,            0.047369,            0.007267,                   0,            0.063084,           0.0040838,           0.0040838
                   3,            0.062554,            0.018016,                   0,             0.52752,             0.88372,             0.60556,             0.28596,             0.04842,           0.0068669,                   0,            0.050467,           0.0054673,           0.0054673
                   4,            0.057643,            0.017361,                   0,             0.73359,              0.7907,             0.78576,             0.35516,            0.040505,           0.0061853,                   0,            0.037845,           0.0068454,           0.0068454
                   5,            0.053542,            0.015884,                   0,             0.83081,             0.85651,             0.91618,             0.38753,            0.039855,           0.0065415,                   0,            0.025218,           0.0082178,           0.0082178
                   6,            0.049672,            0.015534,                   0,             0.66657,             0.65116,             0.70846,             0.36936,            0.045205,            0.006742,                   0,            0.012585,           0.0095848,           0.0095848
                   7,            0.046902,            0.015501,                   0,              0.5193,             0.61628,             0.49099,             0.18887,            0.048227,           0.0078719,                   0,           0.0098614,           0.0098614,           0.0098614
                   8,            0.045005,            0.015227,                   0,             0.54358,             0.74783,             0.64156,             0.33799,            0.033656,           0.0084827,                   0,           0.0098614,           0.0098614,           0.0098614
                   9,             0.04122,            0.014355,                   0,             0.60108,             0.72093,             0.71183,             0.42204,            0.035498,           0.0082529,                   0,           0.0098416,           0.0098416,           0.0098416
                  10,            0.042601,            0.013393,                   0,             0.64737,             0.81121,             0.70323,             0.38419,            0.027993,           0.0073416,                   0,           0.0098218,           0.0098218,           0.0098218
